Filename,Resource location,Errors,Parse,"Evaluator(modules=ModuleManager(execution_count=249), entrypoint=['dnl:*', '*:main', 'reapermc:core'])",DeferHandler(runtime=<bolt.runtime.Runtime object at 0x000001C1FF731C90>),Lint,Transform,Optimize,Check,Serialize 
src\data\dnl\modules\entity\illusioner.bolt,dnl:entity/illusioner/init,0,nan,nan,nan,nan,nan,0.003,0.400,0.686
src\data\dnl\modules\entity\illusioner.bolt,dnl:entity/illusioner/main,0,nan,nan,nan,nan,nan,0.003,0.873,1.332
src\data\dnl\modules\entity\illusioner.bolt,dnl:entity/illusioner/next_target,0,nan,nan,nan,nan,nan,0.003,0.076,0.144
src\data\dnl\modules\entity\illusioner.bolt,dnl:entity/illusioner/phase_2/init,0,nan,nan,nan,nan,nan,0.003,0.181,0.300
src\data\dnl\modules\entity\illusioner.bolt,dnl:entity/illusioner/phase_2/summon_minions,0,nan,nan,nan,nan,nan,0.003,0.280,0.473
src\data\dnl\modules\entity\illusioner.bolt,dnl:entity/illusioner/phase_3/init,0,nan,nan,nan,nan,nan,0.003,0.207,0.352
src\data\dnl\modules\entity\illusioner.bolt,dnl:entity/illusioner/phase_3/summon_minions,0,nan,nan,nan,nan,nan,0.003,0.279,0.475
src\data\dnl\modules\entity\illusioner.bolt,dnl:entity/illusioner/phase_4/main,0,nan,nan,nan,nan,nan,0.003,0.081,0.118
src\data\dnl\modules\entity\illusioner.bolt,dnl:entity/illusioner/phase_4/summon_pumpkin_skeleton,0,nan,nan,nan,nan,nan,0.003,0.351,0.594
src\data\dnl\modules\entity\illusioner.bolt,dnl:entity/illusioner/reset,0,nan,nan,nan,nan,nan,0.003,0.125,0.265
src\data\dnl\modules\entity\illusioner.bolt,dnl:entity/illusioner/set_bossbar,0,nan,nan,nan,nan,nan,0.003,0.488,0.719
src\data\dnl\modules\entity\illusioner.bolt,dnl:entity/illusioner/summon/illusioner_minion_drowned,0,nan,nan,nan,nan,nan,0.003,0.685,0.376
src\data\dnl\modules\entity\illusioner.bolt,dnl:entity/illusioner/summon/illusioner_minion_evoker,0,nan,nan,nan,nan,nan,0.003,0.296,0.323
src\data\dnl\modules\entity\illusioner.bolt,dnl:entity/illusioner/summon/illusioner_minion_pillager,0,nan,nan,nan,nan,nan,0.003,0.379,0.363
src\data\dnl\modules\entity\illusioner.bolt,dnl:entity/illusioner/summon/illusioner_minion_skeleton,0,nan,nan,nan,nan,nan,0.003,0.381,0.357
src\data\dnl\modules\entity\illusioner.bolt,dnl:entity/illusioner/summon/illusioner_minion_stray,0,nan,nan,nan,nan,nan,0.003,0.380,0.360
src\data\dnl\modules\entity\illusioner.bolt,dnl:entity/illusioner/summon/illusioner_minion_vindicator,0,nan,nan,nan,nan,nan,0.003,0.380,0.357
src\data\dnl\modules\entity\illusioner.bolt,dnl:entity/illusioner/summon/illusioner_minion_zombie,0,nan,nan,nan,nan,nan,0.003,0.295,0.318
src\data\dnl\modules\entity\illusioner.bolt,dnl:entity/illusioner/summon/illusioner_minion_zombie_villager,0,nan,nan,nan,nan,nan,0.003,0.420,0.374
src\data\dnl\modules\entity\illusioner.bolt,dnl:entity/illusioner/summon/pumpkin_skeleton,0,nan,nan,nan,nan,nan,0.003,0.358,0.322
src\data\dnl\modules\entity\illusioner_minion.bolt,dnl:entity/illusioner_minion,0,0.740,2.019,3.919,0.003,6.974,0.003,0.009,0.012
src\data\dnl\modules\entity\illusioner.bolt,dnl:entity/illusioner_minion/death,0,nan,nan,nan,nan,nan,0.003,0.840,1.288
src\data\dnl\modules\entity\illusioner.bolt,dnl:entity/illusioner_minion/init,0,nan,nan,nan,nan,nan,0.003,0.059,0.089
src\data\dnl\modules\main.bolt,dnl:entity/init,0,nan,nan,nan,nan,nan,0.003,0.103,0.147
src\data\dnl\modules\entity\jack_and_lantern.bolt,dnl:entity/jack_and_lantern,0,2.786,1.043,3.875,0.003,7.571,0.003,0.008,0.012
src\data\dnl\modules\entity\jack_and_lantern.bolt,dnl:entity/jack_and_lantern_spawn/init,0,nan,nan,nan,nan,nan,0.004,0.052,0.100
src\data\dnl\modules\entity\jack_and_lantern.bolt,dnl:entity/jack_and_lantern_spawn/main,0,nan,nan,nan,nan,nan,0.003,0.203,0.344
src\data\dnl\modules\entity\jack_and_lantern.bolt,dnl:entity/jack_and_lantern_spawn/playing,0,nan,nan,nan,nan,nan,0.003,1.619,2.406
src\data\dnl\modules\entity\jack_and_lantern.bolt,dnl:entity/jack_and_lantern_spawn/repair,0,nan,nan,nan,nan,nan,0.003,0.136,0.210
src\data\dnl\modules\entity\jack_and_lantern.bolt,dnl:entity/jack_and_lantern_spawn/repair/creative,0,nan,nan,nan,nan,nan,0.003,0.043,0.072
src\data\dnl\modules\entity\jack_and_lantern.bolt,dnl:entity/jack_and_lantern_spawn/repair/non_creative,0,nan,nan,nan,nan,nan,0.003,0.211,0.372
src\data\dnl\modules\entity\jack_and_lantern.bolt,dnl:entity/jack_and_lantern_spawn/stop,0,nan,nan,nan,nan,nan,0.003,0.058,0.097
src\data\dnl\modules\entity\johnny.bolt,dnl:entity/johnny,0,0.880,0.631,1.224,0.003,2.487,0.003,0.008,0.013
src\data\dnl\modules\entity\johnny.bolt,dnl:entity/johnny/kill,0,nan,nan,nan,nan,nan,0.003,0.087,0.184
src\data\dnl\modules\entity\johnny.bolt,dnl:entity/johnny/main,0,nan,nan,nan,nan,nan,0.003,0.082,0.121
src\data\dnl\modules\entity\jack_and_lantern.bolt,dnl:entity/lantern/main,0,nan,nan,nan,nan,nan,0.003,0.056,0.124
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:entity/moving_armor_stand/init,0,nan,nan,nan,nan,nan,0.003,0.620,1.113
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:entity/moving_armor_stand/main,0,nan,nan,nan,nan,nan,0.003,0.103,0.173
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:entity/moving_armor_stand/transform,0,nan,nan,nan,nan,nan,0.003,1.152,0.970
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian,0,2.103,3.945,7.366,0.003,18.944,0.003,0.008,0.013
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_player_tick/0,0,nan,nan,nan,nan,nan,0.003,0.120,0.209
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_player_tick/1,0,nan,nan,nan,nan,nan,0.003,0.120,0.207
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_player_tick/2,0,nan,nan,nan,nan,nan,0.003,0.119,0.205
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_player_tick/3,0,nan,nan,nan,nan,nan,0.003,0.119,0.206
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_player_tick/4,0,nan,nan,nan,nan,nan,0.003,0.119,0.206
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_player_tick/5,0,nan,nan,nan,nan,nan,0.003,0.120,0.205
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_player_tick/6,0,nan,nan,nan,nan,nan,0.003,0.119,0.204
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_player_tick/7,0,nan,nan,nan,nan,nan,0.003,0.119,0.207
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_player_tick/8,0,nan,nan,nan,nan,nan,0.003,0.118,0.205
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_player_tick/9,0,nan,nan,nan,nan,nan,0.003,0.119,0.205
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_set/0,0,nan,nan,nan,nan,nan,0.004,0.169,0.168
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_set/1,0,nan,nan,nan,nan,nan,0.003,0.167,0.170
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_set/2,0,nan,nan,nan,nan,nan,0.003,0.169,0.164
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_set/3,0,nan,nan,nan,nan,nan,0.003,0.178,0.164
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_set/4,0,nan,nan,nan,nan,nan,0.003,0.167,0.161
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_set/5,0,nan,nan,nan,nan,nan,0.003,0.167,0.162
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_set/6,0,nan,nan,nan,nan,nan,0.003,0.166,0.161
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_set/7,0,nan,nan,nan,nan,nan,0.003,0.166,0.161
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_set/8,0,nan,nan,nan,nan,nan,0.003,0.167,0.161
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_set/9,0,nan,nan,nan,nan,nan,0.003,0.166,0.162
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_sphere/0,0,nan,nan,nan,nan,nan,0.003,0.037,0.066
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_sphere/1,0,nan,nan,nan,nan,nan,0.003,0.037,0.065
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_sphere/2,0,nan,nan,nan,nan,nan,0.003,0.036,0.066
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_sphere/3,0,nan,nan,nan,nan,nan,0.003,0.036,0.066
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_sphere/4,0,nan,nan,nan,nan,nan,0.003,0.037,0.066
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_sphere/5,0,nan,nan,nan,nan,nan,0.003,0.036,0.066
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_sphere/6,0,nan,nan,nan,nan,nan,0.003,0.036,0.065
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_sphere/7,0,nan,nan,nan,nan,nan,0.003,0.036,0.064
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_sphere/8,0,nan,nan,nan,nan,nan,0.003,0.036,0.064
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_sphere/9,0,nan,nan,nan,nan,nan,0.003,0.036,0.064
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_visibility/0,0,nan,nan,nan,nan,nan,0.003,0.102,0.142
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_visibility/1,0,nan,nan,nan,nan,nan,0.003,0.101,0.144
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_visibility/2,0,nan,nan,nan,nan,nan,0.003,0.100,0.142
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_visibility/3,0,nan,nan,nan,nan,nan,0.004,0.099,0.142
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_visibility/4,0,nan,nan,nan,nan,nan,0.003,0.101,0.142
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_visibility/5,0,nan,nan,nan,nan,nan,0.003,0.099,0.144
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_visibility/6,0,nan,nan,nan,nan,nan,0.003,0.100,0.141
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_visibility/7,0,nan,nan,nan,nan,nan,0.003,0.100,0.141
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_visibility/8,0,nan,nan,nan,nan,nan,0.003,0.100,0.145
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/bossbar_visibility/9,0,nan,nan,nan,nan,nan,0.003,0.100,0.141
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/core/check,0,nan,nan,nan,nan,nan,0.003,0.161,0.311
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/core/copy,0,nan,nan,nan,nan,nan,0.003,0.044,0.062
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/core/death,0,nan,nan,nan,nan,nan,0.003,0.061,0.113
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/core/main,0,nan,nan,nan,nan,nan,0.003,0.056,0.093
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/core/reset,0,nan,nan,nan,nan,nan,0.003,0.035,0.058
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/core/setup,0,nan,nan,nan,nan,nan,0.003,0.147,0.266
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/core/tick,0,nan,nan,nan,nan,nan,0.003,0.133,0.230
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/core/trigger_reset,0,nan,nan,nan,nan,nan,0.003,0.046,0.072
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/death,0,nan,nan,nan,nan,nan,0.003,0.661,1.005
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/init,0,nan,nan,nan,nan,nan,0.003,0.205,0.376
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/main,0,nan,nan,nan,nan,nan,0.003,0.786,1.191
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/reset,0,nan,nan,nan,nan,nan,0.003,0.124,0.269
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:entity/nautilus_guardian/set_bossbar,0,nan,nan,nan,nan,nan,0.003,0.486,0.736
src\data\dnl\modules\entity\oasis_trident.bolt,dnl:entity/oasis_trident,0,0.849,0.545,1.252,0.003,2.397,0.003,0.008,0.012
src\data\dnl\modules\entity\oasis_trident.bolt,dnl:entity/oasis_trident/init,0,nan,nan,nan,nan,nan,0.003,0.067,0.134
src\data\dnl\modules\entity\oasis_trident.bolt,dnl:entity/oasis_trident/main,0,nan,nan,nan,nan,nan,0.003,0.145,0.235
src\data\dnl\modules\entity\olympus_guard.bolt,dnl:entity/olympus_archer/init,0,nan,nan,nan,nan,nan,0.004,0.113,0.199
src\data\dnl\modules\entity\olympus_guard.bolt,dnl:entity/olympus_charger/init,0,nan,nan,nan,nan,nan,0.003,0.112,0.202
src\data\dnl\modules\entity\olympus_guard.bolt,dnl:entity/olympus_guard,0,3.944,2.656,7.744,0.003,12.916,0.003,0.008,0.012
src\data\dnl\modules\entity\olympus_guard.bolt,dnl:entity/olympus_guard/init,0,nan,nan,nan,nan,nan,0.003,0.333,0.589
src\data\dnl\modules\entity\olympus_guard.bolt,dnl:entity/olympus_guard/is_minion,0,nan,nan,nan,nan,nan,0.003,0.136,0.281
src\data\dnl\modules\entity\olympus_guard.bolt,dnl:entity/olympus_guard/main,0,nan,nan,nan,nan,nan,0.003,0.080,0.145
src\data\dnl\modules\entity\olympus_guard.bolt,dnl:entity/olympus_knight/init,0,nan,nan,nan,nan,nan,0.003,0.130,0.234
src\data\dnl\modules\entity\olympus_guard.bolt,dnl:entity/olympus_miner/init,0,nan,nan,nan,nan,nan,0.003,0.112,0.197
src\data\dnl\modules\entity\pillager_camp_mob.bolt,dnl:entity/pillager_camp_mob,0,0.295,0.024,0.010,0.003,0.022,0.003,0.006,0.010
src\data\dnl\modules\entity\plains_castle_mob.bolt,dnl:entity/plains_castle_mob,0,52.653,3.893,7.922,0.003,13.148,0.003,0.008,0.012
src\data\dnl\modules\entity\plains_labyrinth_mob.bolt,dnl:entity/plains_labyrinth_mob,0,1.961,2.989,6.931,0.003,11.331,0.003,0.008,0.012
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes,0,4.082,4.286,9.294,0.003,23.074,0.003,0.008,0.013
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_player_tick/0,0,nan,nan,nan,nan,nan,0.003,0.122,0.206
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_player_tick/1,0,nan,nan,nan,nan,nan,0.003,0.119,0.208
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_player_tick/2,0,nan,nan,nan,nan,nan,0.003,0.118,0.206
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_player_tick/3,0,nan,nan,nan,nan,nan,0.003,0.120,0.206
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_player_tick/4,0,nan,nan,nan,nan,nan,0.003,0.119,0.205
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_player_tick/5,0,nan,nan,nan,nan,nan,0.003,0.119,0.204
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_player_tick/6,0,nan,nan,nan,nan,nan,0.003,0.119,0.206
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_player_tick/7,0,nan,nan,nan,nan,nan,0.003,0.119,0.206
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_player_tick/8,0,nan,nan,nan,nan,nan,0.003,0.119,0.206
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_player_tick/9,0,nan,nan,nan,nan,nan,0.003,0.118,0.205
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_set/0,0,nan,nan,nan,nan,nan,0.003,0.170,0.168
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_set/1,0,nan,nan,nan,nan,nan,0.003,0.166,0.166
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_set/2,0,nan,nan,nan,nan,nan,0.003,0.166,0.163
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_set/3,0,nan,nan,nan,nan,nan,0.003,0.167,0.163
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_set/4,0,nan,nan,nan,nan,nan,0.003,0.168,0.161
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_set/5,0,nan,nan,nan,nan,nan,0.003,0.174,0.162
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_set/6,0,nan,nan,nan,nan,nan,0.003,0.168,0.162
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_set/7,0,nan,nan,nan,nan,nan,0.003,0.167,0.164
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_set/8,0,nan,nan,nan,nan,nan,0.004,0.168,0.163
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_set/9,0,nan,nan,nan,nan,nan,0.003,0.167,0.161
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_sphere/0,0,nan,nan,nan,nan,nan,0.003,0.037,0.066
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_sphere/1,0,nan,nan,nan,nan,nan,0.003,0.038,0.065
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_sphere/2,0,nan,nan,nan,nan,nan,0.003,0.037,0.065
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_sphere/3,0,nan,nan,nan,nan,nan,0.003,0.036,0.065
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_sphere/4,0,nan,nan,nan,nan,nan,0.003,0.036,0.065
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_sphere/5,0,nan,nan,nan,nan,nan,0.003,0.036,0.065
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_sphere/6,0,nan,nan,nan,nan,nan,0.003,0.037,0.065
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_sphere/7,0,nan,nan,nan,nan,nan,0.003,0.036,0.065
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_sphere/8,0,nan,nan,nan,nan,nan,0.003,0.036,0.065
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_sphere/9,0,nan,nan,nan,nan,nan,0.003,0.036,0.066
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_visibility/0,0,nan,nan,nan,nan,nan,0.003,0.103,0.143
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_visibility/1,0,nan,nan,nan,nan,nan,0.003,0.101,0.142
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_visibility/2,0,nan,nan,nan,nan,nan,0.003,0.101,0.142
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_visibility/3,0,nan,nan,nan,nan,nan,0.003,0.101,0.142
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_visibility/4,0,nan,nan,nan,nan,nan,0.003,0.101,0.142
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_visibility/5,0,nan,nan,nan,nan,nan,0.003,0.100,0.143
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_visibility/6,0,nan,nan,nan,nan,nan,0.003,0.102,0.144
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_visibility/7,0,nan,nan,nan,nan,nan,0.003,0.100,0.141
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_visibility/8,0,nan,nan,nan,nan,nan,0.003,0.101,0.142
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/bossbar_visibility/9,0,nan,nan,nan,nan,nan,0.003,0.101,0.141
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/core/check,0,nan,nan,nan,nan,nan,0.003,0.169,0.316
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/core/copy,0,nan,nan,nan,nan,nan,0.004,0.044,0.063
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/core/death,0,nan,nan,nan,nan,nan,0.003,0.062,0.115
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/core/main,0,nan,nan,nan,nan,nan,0.003,0.057,0.094
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/core/reset,0,nan,nan,nan,nan,nan,0.003,0.085,0.167
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/core/setup,0,nan,nan,nan,nan,nan,0.003,0.151,0.268
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/core/tick,0,nan,nan,nan,nan,nan,0.003,0.142,0.232
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/core/trigger_reset,0,nan,nan,nan,nan,nan,0.003,0.047,0.073
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/death,0,nan,nan,nan,nan,nan,0.003,0.670,1.003
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/init,0,nan,nan,nan,nan,nan,0.003,0.210,0.382
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/main,0,nan,nan,nan,nan,nan,0.003,1.212,1.857
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/move/large_web_shield,0,nan,nan,nan,nan,nan,0.003,0.385,0.735
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/move/poison_aura,0,nan,nan,nan,nan,nan,0.003,0.359,0.552
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/move/small_web_shield,0,nan,nan,nan,nan,nan,0.003,0.386,0.737
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/move/web_armor,0,nan,nan,nan,nan,nan,0.003,0.303,0.564
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/phase_1/init,0,nan,nan,nan,nan,nan,0.003,0.190,0.282
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/phase_2/init,0,nan,nan,nan,nan,nan,0.003,0.239,0.360
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/phase_3/init,0,nan,nan,nan,nan,nan,0.003,0.247,0.363
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/reset,0,nan,nan,nan,nan,nan,0.003,0.127,0.271
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:entity/poison_eyes/set_bossbar,0,nan,nan,nan,nan,nan,0.003,0.488,0.728
